Tanggal,Harga
2024-01-08,15000.0
2024-01-09,15000.0
2024-01-10,15000.0
2024-01-11,15000.0
2024-01-12,15000.0
2024-01-13,15000.0
2024-01-14,15000.0
2024-01-15,14890.0
2024-01-16,15000.0
2024-01-17,15000.0
2024-01-18,15000.0
2024-01-19,15000.0
2024-01-20,14890.0
2024-01-21,15140.0
2024-01-22,15340.0
2024-01-23,15340.0
2024-01-24,15490.0
2024-01-25,15560.0
2024-01-26,15270.0
2024-01-27,15560.0
2024-01-28,15630.0
2024-01-29,15560.0
2024-01-30,15770.0
2024-01-31,15770.0
2024-02-01,15630.0
2024-02-02,15770.0
2024-02-03,15570.0
2024-02-04,15630.0
2024-02-05,15630.0
2024-02-06,15780.0
2024-02-07,15840.0
2024-02-08,15840.0
2024-02-09,15570.0
2024-02-10,15610.0
2024-02-11,15650.0
2024-02-12,15690.0
2024-02-13,15690.0
2024-02-14,15840.0
2024-02-15,15840.0
2024-02-16,15840.0
2024-02-17,15980.0
2024-02-18,16500.0
2024-02-19,16500.0
2024-02-20,16570.0
2024-02-21,16700.0
2024-02-22,16770.0
2024-02-23,16770.0
2024-02-24,16770.0
2024-02-25,16770.0
2024-02-26,16840.0
2024-02-27,16840.0
2024-02-28,16840.0
2024-02-29,16700.0
2024-03-01,17220.0
