Tanggal,Harga
2023-06-21,12540.0
2023-06-22,12540.0
2023-06-23,12540.0
2023-06-24,12380.0
2023-06-25,12500.0
2023-06-26,12500.0
2023-06-27,12500.0
2023-06-28,12500.0
2023-06-29,12380.0
2023-06-30,12500.0
2023-07-01,12500.0
2023-07-02,12500.0
2023-07-03,12500.0
2023-07-04,12500.0
2023-07-05,12500.0
2023-07-06,12500.0
2023-07-07,12500.0
2023-07-08,12500.0
2023-07-09,12500.0
2023-07-10,12500.0
2023-07-11,12380.0
2023-07-12,12500.0
2023-07-13,12500.0
2023-07-14,12500.0
2023-07-15,12480.0
2023-07-16,12480.0
2023-07-17,12480.0
2023-07-18,12480.0
2023-07-19,12610.0
2023-07-20,12610.0
2023-07-21,12610.0
2023-07-22,12610.0
2023-07-23,12590.0
2023-07-24,12590.0
2023-07-25,12490.0
2023-07-26,12590.0
2023-07-27,12590.0
2023-07-28,12590.0
2023-07-29,12590.0
2023-07-30,12490.0
2023-07-31,12490.0
2023-08-01,12490.0
2023-08-02,12410.0
2023-08-03,12410.0
2023-08-04,12410.0
2023-08-05,12410.0
2023-08-06,12410.0
2023-08-07,12410.0
2023-08-08,12260.0
2023-08-09,12370.0
2023-08-10,12370.0
2023-08-11,12370.0
2023-08-12,12370.0
2023-08-13,12180.0
2023-08-14,12380.0
2023-08-15,12380.0
2023-08-16,12430.0
2023-08-17,12430.0
2023-08-18,12430.0
2023-08-19,12430.0
2023-08-20,12620.0
2023-08-21,12710.0
2023-08-22,12660.0
2023-08-23,12650.0
2023-08-24,12670.0
2023-08-25,12670.0
2023-08-26,12470.0
2023-08-27,12900.0
2023-08-28,12820.0
2023-08-29,12720.0
2023-08-30,13120.0
2023-08-31,13200.0
2023-09-01,13260.0
2023-09-02,13200.0
2023-09-03,13290.0
2023-09-04,13330.0
2023-09-05,13310.0
2023-09-06,13390.0
2023-09-07,13390.0
2023-09-08,13390.0
2023-09-09,13390.0
2023-09-10,13530.0
2023-09-11,13530.0
2023-09-12,13650.0
2023-09-13,13590.0
2023-09-14,13590.0
2023-09-15,13690.0
2023-09-16,13590.0
2023-09-17,13590.0
2023-09-18,13620.0
2023-09-19,13590.0
2023-09-20,13250.0
2023-09-21,13590.0
2023-09-22,13590.0
2023-09-23,13730.0
2023-09-24,13930.0
2023-09-25,13930.0
2023-09-26,13930.0
2023-09-27,14200.0
2023-09-28,13990.0
2023-09-29,14090.0
2023-09-30,13990.0
2023-10-01,13990.0
2023-10-02,13930.0
2023-10-03,14030.0
2023-10-04,13930.0
2023-10-05,13830.0
2023-10-06,13830.0
2023-10-07,13870.0
2023-10-08,13870.0
2023-10-09,13940.0
2023-10-10,13940.0
2023-10-11,14040.0
2023-10-12,14040.0
2023-10-13,13920.0
2023-10-14,13870.0
2023-10-15,13870.0
2023-10-16,13870.0
2023-10-17,13870.0
2023-10-18,13920.0
2023-10-19,13870.0
2023-10-20,13870.0
2023-10-21,13870.0
2023-10-22,13870.0
2023-10-23,13870.0
2023-10-24,13870.0
2023-10-25,13960.0
2023-10-26,13960.0
2023-10-27,14020.0
2023-10-28,13960.0
2023-10-29,13970.0
2023-10-30,13920.0
2023-10-31,13920.0
2023-11-01,13920.0
2023-11-02,13920.0
2023-11-03,13920.0
2023-11-04,13920.0
2023-11-05,14110.0
2023-11-06,14220.0
2023-11-07,14110.0
2023-11-08,14190.0
2023-11-09,14150.0
2023-11-10,14110.0
2023-11-11,14110.0
2023-11-12,14040.0
2023-11-13,13900.0
2023-11-14,13900.0
2023-11-15,13920.0
2023-11-16,13940.0
2023-11-17,13940.0
2023-11-18,13940.0
2023-11-19,13960.0
2023-11-20,13960.0
2023-11-21,14000.0
2023-11-22,13940.0
2023-11-23,13920.0
2023-11-24,13920.0
2023-11-25,13940.0
2023-11-26,13960.0
2023-11-27,13960.0
2023-11-28,13960.0
2023-11-29,13960.0
2023-11-30,13940.0
2023-12-01,13960.0
2023-12-02,13940.0
2023-12-03,13940.0
2023-12-04,13940.0
2023-12-05,13940.0
2023-12-06,13960.0
2023-12-07,13960.0
2023-12-08,13960.0
2023-12-09,13960.0
2023-12-10,13960.0
2023-12-11,13960.0
2023-12-12,14020.0
2023-12-13,14020.0
2023-12-14,14070.0
2023-12-15,14020.0
2023-12-16,14020.0
2023-12-17,14020.0
2023-12-18,14210.0
2023-12-19,14020.0
2023-12-20,14020.0
2023-12-21,14020.0
2023-12-22,14020.0
2023-12-23,14020.0
2023-12-24,14210.0
2023-12-25,14020.0
2023-12-26,14020.0
2023-12-27,14120.0
2023-12-28,14100.0
2023-12-29,14100.0
2023-12-30,14100.0
2023-12-31,14100.0
2024-01-01,14100.0
2024-01-02,14120.0
2024-01-03,14200.0
2024-01-04,14200.0
2024-01-05,14070.0
2024-01-06,14140.0
2024-01-07,14070.0
2024-01-08,14000.0
2024-01-09,14020.0
2024-01-10,14160.0
2024-01-11,14160.0
2024-01-12,14200.0
2024-01-13,14120.0
2024-01-14,14020.0
2024-01-15,14180.0
2024-01-16,14220.0
2024-01-17,14220.0
2024-01-18,14420.0
2024-01-19,14350.0
2024-01-20,14460.0
2024-01-21,14490.0
2024-01-22,14710.0
2024-01-23,14710.0
2024-01-24,14750.0
2024-01-25,14710.0
2024-01-26,14750.0
2024-01-27,14790.0
2024-01-28,14830.0
2024-01-29,14910.0
2024-01-30,14970.0
2024-01-31,15010.0
2024-02-01,14940.0
2024-02-02,14940.0
2024-02-03,14940.0
2024-02-04,14990.0
2024-02-05,15000.0
2024-02-06,15050.0
2024-02-07,15420.0
2024-02-08,15390.0
2024-02-09,15520.0
2024-02-10,15570.0
2024-02-11,15670.0
2024-02-12,15720.0
2024-02-13,15890.0
2024-02-14,15990.0
2024-02-15,15990.0
2024-02-16,16060.0
2024-02-17,16100.0
2024-02-18,16260.0
2024-02-19,16260.0
2024-02-20,16340.0
2024-02-21,16430.0
2024-02-22,16310.0
2024-02-23,16470.0
2024-02-24,16340.0
2024-02-25,16480.0
2024-02-26,16450.0
2024-02-27,16400.0
2024-02-28,16380.0
2024-02-29,16380.0
2024-03-01,16420.0
